Benchmark, Test Number, Iterations, Harmony Memory Iteration, Dimensions, Min Search Range, Max Search Range, Adjustment Range, Harmony Memory Size, Acceptance, Best Result Static, Best Result in Harmony, Coordinates
rosenbrock,1,100000,0,1,-2.048,2.048,0.7,20,0.95,0,-0.2959484863393591,-0.2959484863393591,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rosenbrock,1,100000,1,1,-2.048,2.048,0.7,20,0.95,0,undefined,0.09396761565869571,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rosenbrock,1,100000,2,1,-2.048,2.048,0.7,20,0.95,0,undefined,-1.0792696135904989,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rosenbrock,1,100000,3,1,-2.048,2.048,0.7,20,0.95,0,undefined,-0.3428389515421604,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rosenbrock,1,100000,4,1,-2.048,2.048,0.7,20,0.95,0,undefined,-1.6501927208454146,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rosenbrock,1,100000,5,1,-2.048,2.048,0.7,20,0.95,0,undefined,0.22648387987905538,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rosenbrock,1,100000,6,1,-2.048,2.048,0.7,20,0.95,0,undefined,-1.8556159153191538,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rosenbrock,1,100000,7,1,-2.048,2.048,0.7,20,0.95,0,undefined,0.2591675149460779,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rosenbrock,1,100000,8,1,-2.048,2.048,0.7,20,0.95,0,undefined,-0.4184946404932752,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rosenbrock,1,100000,9,1,-2.048,2.048,0.7,20,0.95,0,undefined,1.4298697141943086,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rosenbrock,1,100000,10,1,-2.048,2.048,0.7,20,0.95,0,undefined,1.783082191384906,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rosenbrock,1,100000,11,1,-2.048,2.048,0.7,20,0.95,0,undefined,0.9136028122083744,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
