Benchmark, Test Number, Iterations, Harmony Memory Iteration, Dimensions, Min Search Range, Max Search Range, Adjustment Range, Harmony Memory Size, Acceptance, Best Result Static, Best Result in Harmony, Coordinates
schwefel226,1,100000,0,10,-500,500,0.7,20,0.95,620.7387089112417,-181.82663048321564,-399.40439150396617,-419.273933412866,-459.462990752037,-395.9279971596665,-408.97480532479267,500,-419.61575272719875,-402.3898740665016,-440.6326934252825,-430.1921670479905,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
schwefel226,1,100000,1,10,-500,500,0.7,20,0.95,620.7387089112417,-419.273933412866,-429.16034565171,-419.273933412866,-441.94620162705553,-500,-426.6626571243158,289.290247355981,-437.0738030118535,-434.6578401575589,-440.6326934252825,-426.7937824047925,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
schwefel226,1,100000,2,10,-500,500,0.7,20,0.95,620.7387089112417,-446.37945179709897,-424.7541208804937,-82.22084496151894,-423.0907093756806,-423.0825944131189,-408.97480532479267,310.6141820532016,-405.035832223884,-441.8870728742869,-464.45709130432334,-430.1921670479905,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
schwefel226,1,100000,3,10,-500,500,0.7,20,0.95,620.7387089112417,-395.9279971596665,-428.3270057261219,289.5414190215596,-390.3480107888715,-423.0825944131189,305.27244692965235,266.194768110553,-422.0741177938155,-215.65330876984103,-401.0318581706202,-430.1921670479905,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
schwefel226,1,100000,4,10,-500,500,0.7,20,0.95,620.7387089112417,-412.93212424198236,-397.0538824637583,289.5414190215596,-209.07005016410696,-436.41805219846003,-412.93212424198236,303.0711915036892,-437.0738030118535,-402.3898740665016,-401.0318581706202,-430.1921670479905,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
schwefel226,1,100000,5,10,-500,500,0.7,20,0.95,620.7387089112417,303.0711915036892,-444.7298758748261,-430.7618636052306,-441.94620162705553,-436.41805219846003,-374.10864272744203,321.89185130732176,-405.035832223884,-434.6578401575589,-421.4769889878921,-430.1921670479905,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
schwefel226,1,100000,6,10,-500,500,0.7,20,0.95,620.7387089112417,-437.0738030118535,-399.40439150396617,-419.273933412866,-448.82024596765956,-397.2350855437512,-204.02534502107497,500,-394.6117633554299,-415.0777744896293,-440.6326934252825,-426.7937824047925,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
schwefel226,1,100000,7,10,-500,500,0.7,20,0.95,620.7387089112417,-406.25636391992,-442.86978767061976,-419.273933412866,-410.2206044740652,-395.9279971596665,305.27244692965235,500,-395.3723367836712,-406.25636391992,-401.0318581706202,-441.0297845321531,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
schwefel226,1,100000,8,10,-500,500,0.7,20,0.95,620.7387089112417,-420.3944739610411,-187.28245296757552,-419.273933412866,-441.94620162705553,-423.0825944131189,-431.7174065618479,500,-437.0738030118535,-410.55633560675415,-186.70795924778957,-403.5489002523458,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
schwefel226,1,100000,9,10,-500,500,0.7,20,0.95,620.7387089112417,-426.7937824047925,-444.7298758748261,316.29854139942995,-427.3207793310768,-413.85808086406973,-390.4585705579413,500,-189.52765891629065,-441.8952124525326,-440.6326934252825,-430.1921670479905,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
