Benchmark, Test Number, Iterations, Harmony Memory Iteration, Dimensions, Min Search Range, Max Search Range, Adjustment Range, Harmony Memory Size, Acceptance, Best Result Static, Best Result in Harmony, Coordinates
ackley,1,100000,0,2,-32,32,0.7,20,0.95,0.005428306346886291,0.001841931713296675,0.001841931713296675,0.0004040118317874908,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
ackley,1,100000,1,2,-32,32,0.7,20,0.95,0.005428306346886291,0.0004040118317874908,0.001841931713296675,0.0004040118317874908,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
ackley,1,100000,2,2,-32,32,0.7,20,0.95,0.005428306346886291,undefined,0.001841931713296675,0.0004040118317874908,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
ackley,1,100000,3,2,-32,32,0.7,20,0.95,0.005428306346886291,undefined,0.001841931713296675,0.0004040118317874908,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
ackley,1,100000,4,2,-32,32,0.7,20,0.95,0.005428306346886291,undefined,0.001841931713296675,0.0004040118317874908,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
ackley,1,100000,5,2,-32,32,0.7,20,0.95,0.005428306346886291,undefined,0.001841931713296675,0.0004040118317874908,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
ackley,1,100000,6,2,-32,32,0.7,20,0.95,0.005428306346886291,undefined,0.001841931713296675,0.0004040118317874908,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
ackley,1,100000,7,2,-32,32,0.7,20,0.95,0.005428306346886291,undefined,0.001841931713296675,0.0004040118317874908,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
ackley,1,100000,8,2,-32,32,0.7,20,0.95,0.005428306346886291,undefined,0.001841931713296675,0.0004040118317874908,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
ackley,1,100000,9,2,-32,32,0.7,20,0.95,0.005428306346886291,undefined,0.001841931713296675,0.0004040118317874908,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
