BenchMarkFunction, Test Number, Harmony Memory Size Test Number, Dimensions, Search Range, Adjustment Range, Harmony Memory Size, Acceptance Rate, Best Result, Current Result, Coordenadas ,,,,,,,,,,,,,,,,,,,
sphere,24,8,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,9,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,10,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,11,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,12,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,13,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,14,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,15,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,16,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,17,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,18,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,24,19,1,-20,0.7,20,0.95,1.86E-09,undefined,4.30894E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,0,1,-20,0.7,20,0.95,5.1118E-06,-0.00226093,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,1,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,2,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,3,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,4,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,5,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,6,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,7,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,8,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,9,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,10,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,11,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,12,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,13,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,14,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,15,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,16,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,17,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,18,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,25,19,1,-20,0.7,20,0.95,5.1118E-06,undefined,-0.00226093,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,0,1,-20,0.7,20,0.95,1.48227E-06,-0.001217486,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,1,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,2,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,3,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,4,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,5,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,6,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,7,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,8,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,9,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,10,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,11,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,12,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,13,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,14,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,15,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,16,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,17,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,18,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,26,19,1,-20,0.7,20,0.95,1.48227E-06,undefined,-0.001217486,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,0,1,-20,0.7,20,0.95,1.01E-07,0.000318125,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,1,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,2,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,3,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,4,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,5,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,6,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,7,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,8,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,9,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,10,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,11,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,12,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,13,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,14,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,15,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,16,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,17,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,18,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,27,19,1,-20,0.7,20,0.95,1.01E-07,undefined,0.000318125,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,0,1,-20,0.7,20,0.95,1.38528E-05,-0.003721937,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,1,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,2,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,3,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,4,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,5,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,6,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,7,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,8,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,9,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,10,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,11,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,12,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,13,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,14,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,15,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,16,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,17,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,18,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,28,19,1,-20,0.7,20,0.95,1.38528E-05,undefined,-0.003721937,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,0,1,-20,0.7,20,0.95,4.41E-07,0.00066432,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,1,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,2,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,3,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,4,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,5,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,6,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,7,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,8,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,9,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,10,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,11,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,12,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,13,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,14,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,15,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,16,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,17,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,18,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,29,19,1,-20,0.7,20,0.95,4.41E-07,undefined,0.00066432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,0,1,-20,0.7,20,0.95,7.71E-09,8.77848E-05,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,1,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,2,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,3,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,4,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
sphere,30,5,1,-20,0.7,20,0.95,7.71E-09,undefined,8.77848E-05,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
