Benchmark, Test Number, Iterations, Harmony Memory Iteration, Dimensions, Min Search Range, Max Search Range, Adjustment Range, Harmony Memory Size, Acceptance, Best Result Static, Best Result in Harmony, Coordinates
sphere,1,100000,0,4,-10,10,0.7,20,0.95,0.000006215317946198032,-0.000010693050720433916,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,1,4,-10,10,0.7,20,0.95,0.000006215317946198032,-0.00002104348140496981,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,2,4,-10,10,0.7,20,0.95,0.000006215317946198032,0.000095337610698909,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,3,4,-10,10,0.7,20,0.95,0.000006215317946198032,-0.002491118527236491,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,4,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,5,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,6,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,7,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,8,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,9,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,10,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,11,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,12,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,13,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,14,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,15,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,16,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,17,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,18,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,100000,19,4,-10,10,0.7,20,0.95,0.000006215317946198032,undefined,-0.000010693050720433916,-0.00002104348140496981,0.000095337610698909,-0.002491118527236491,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,0,4,-10,10,0.7,20,0.95,0.00010891372422031709,-0.0010930983404282557,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,1,4,-10,10,0.7,20,0.95,0.00010891372422031709,0.0006882397869967249,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,2,4,-10,10,0.7,20,0.95,0.00010891372422031709,-0.0022508319653136155,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,3,4,-10,10,0.7,20,0.95,0.00010891372422031709,0.010108359990522064,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,4,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,5,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,6,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,7,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,8,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,9,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,10,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,11,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,12,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,13,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,14,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,15,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,16,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,17,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,18,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,2,100000,19,4,-10,10,0.7,20,0.95,0.00010891372422031709,undefined,-0.0010930983404282557,0.0006882397869967249,-0.0022508319653136155,0.010108359990522064,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,3,100000,0,4,-10,10,0.7,20,0.95,0.00024852184699887986,-0.004087156556778382,-0.004087156556778382,-0.012617662140030461,-0.005611124138740653,0.006413024738681994,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
