BenchMarkFunction, Test Number, Harmony Memory Size Test Number, Dimensions, Search Range, Adjustment Range, Harmony Memory Size, Acceptance Rate, Best Result, Current Result, Coordenadas 
sphere,1,0,2,-10-10,0.7,20,0.95,0.00004576521421353723,0.005631932075432111,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,1,2,-10-10,0.7,20,0.95,0.00004576521421353723,0.0037478734385323342,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,2,2,-10-10,0.7,20,0.95,0.00004576521421353723,undefined,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,3,2,-10-10,0.7,20,0.95,0.00004576521421353723,undefined,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,4,2,-10-10,0.7,20,0.95,0.00004576521421353723,undefined,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,5,2,-10-10,0.7,20,0.95,0.00004576521421353723,undefined,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,6,2,-10-10,0.7,20,0.95,0.00004576521421353723,undefined,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,7,2,-10-10,0.7,20,0.95,0.00004576521421353723,undefined,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,8,2,-10-10,0.7,20,0.95,0.00004576521421353723,undefined,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,9,2,-10-10,0.7,20,0.95,0.00004576521421353723,undefined,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,10,2,-10-10,0.7,20,0.95,0.00004576521421353723,undefined,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,11,2,-10-10,0.7,20,0.95,0.00004576521421353723,undefined,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,12,2,-10-10,0.7,20,0.95,0.00004576521421353723,undefined,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,13,2,-10-10,0.7,20,0.95,0.00004576521421353723,undefined,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
sphere,1,14,2,-10-10,0.7,20,0.95,0.00004576521421353723,undefined,0.005631932075432111,0.0037478734385323342,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
