Benchmark, Test Number, Iterations, Harmony Memory Iteration, Dimensions, Min Search Range, Max Search Range, Adjustment Range, Harmony Memory Size, Acceptance, Best Result Static, Best Result in Harmony, Coordinates
rastrigin,1,100000,0,2,-5.12,5.12,0.7,20,0.95,0.00008067714331971843,-0.00012193588895598862,-0.00012193588895598862,-0.0006259290585441018,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rastrigin,1,100000,1,2,-5.12,5.12,0.7,20,0.95,0.00008067714331971843,-0.0006259290585441018,-0.00012193588895598862,-0.0006259290585441018,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rastrigin,1,100000,2,2,-5.12,5.12,0.7,20,0.95,0.00008067714331971843,undefined,-0.00012193588895598862,-0.0006259290585441018,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rastrigin,1,100000,3,2,-5.12,5.12,0.7,20,0.95,0.00008067714331971843,undefined,-0.00012193588895598862,-0.0006259290585441018,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rastrigin,1,100000,4,2,-5.12,5.12,0.7,20,0.95,0.00008067714331971843,undefined,-0.00012193588895598862,-0.0006259290585441018,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rastrigin,1,100000,5,2,-5.12,5.12,0.7,20,0.95,0.00008067714331971843,undefined,-0.00012193588895598862,-0.0006259290585441018,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rastrigin,1,100000,6,2,-5.12,5.12,0.7,20,0.95,0.00008067714331971843,undefined,-0.00012193588895598862,-0.0006259290585441018,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rastrigin,1,100000,7,2,-5.12,5.12,0.7,20,0.95,0.00008067714331971843,undefined,-0.00012193588895598862,-0.0006259290585441018,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rastrigin,1,100000,8,2,-5.12,5.12,0.7,20,0.95,0.00008067714331971843,undefined,-0.00012193588895598862,-0.0006259290585441018,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rastrigin,1,100000,9,2,-5.12,5.12,0.7,20,0.95,0.00008067714331971843,undefined,-0.00012193588895598862,-0.0006259290585441018,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
rastrigin,1,100000,10,2,-5.12,5.12,0.7,20,0.95,0.00008067714331971843,undefined,-0.00012193588895598862,-0.0006259290585441018,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,
